client-address,client-guid,request-time,service-guid,retries-request,packets-requested,packets-serviced,max-hole-size
52.114.196.208,4e581c7f-0033-4386-a655-fdc5a77f85e4,2016-06-28 17:18:28 UTC,19f26076-5d21-4200-b26c-0f32cd87ebde,2,9,15,11
44.67.255.227,b9e3e6ce-1c79-4857-ac6a-cc1c0b3405e7,2016-06-28 17:19:36 UTC,edf32a15-bb1c-42f4-9fe6-afa9f9b21522,6,12,3,12
42.215.105.48,0dbb1321-4454-41f5-9b19-aee0cc8e8de5,2016-06-28 17:19:38 UTC,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,7,15,10,7
88.133.216.130,e82f7767-ff00-41bb-abef-70e12318e510,2016-06-28 17:19:43 UTC,90e5b65b-4f12-4bb2-9554-3f5969f4d78b,3,10,11,14
193.186.89.202,430fbb17-9624-4b40-b483-61a3f3ac2816,2016-06-28 17:21:30 UTC,1efced85-b0e3-464b-ac63-472d35909c05,5,13,18,12
95.88.54.206,43c1358a-10cd-4361-9bd7-9328dfeb92fc,2016-06-28 17:26:13 UTC,fbce0713-676d-4dc9-a33b-25ff937c1ae3,6,11,13,9
109.69.193.94,1d59de82-a700-41de-8922-f39b8206c231,2016-06-28 17:28:02 UTC,92aa1c5c-98ab-49f8-a427-4c0bc49d6872,7,17,16,19
77.172.69.189,66592c05-2365-4724-b823-e84c3cff3213,2016-06-28 17:30:27 UTC,f78fb4fb-3e02-4f42-9c15-45480342cba9,4,5,14,12
94.12.116.30,146ed54a-ba2e-4753-a806-0995827bb93b,2016-06-28 17:36:50 UTC,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,4,13,10,6
120.31.196.134,b714f712-3aac-4651-96e5-362503cfd5c2,2016-06-28 17:36:59 UTC,35501e3f-e06c-4cb5-9062-e8611a591cab,4,10,5,6
254.118.151.41,d3c0ca30-8a57-4535-9167-69e950df32ae,2016-06-28 17:37:13 UTC,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,7,12,8,4
53.192.52.176,f4394d85-6c7d-4294-aa7e-30ae656cc901,2016-06-28 17:38:58 UTC,b8cf6fd8-06e2-4e5b-8ed6-6efc8e0ecda3,6,15,13,13
253.235.133.129,ab0020e1-ae71-4c1f-aa9c-777ab029f884,2016-06-28 17:39:53 UTC,19f26076-5d21-4200-b26c-0f32cd87ebde,5,14,17,11
12.56.177.0,2a9b0c73-79d9-45e4-a61a-26a30a2b8021,2016-06-28 17:41:58 UTC,5d35c640-9cf3-43ec-ae1a-5feebed26a37,1,12,12,11
225.87.139.56,d514edf5-3d3b-4dc9-bb2f-c632aa3895ac,2016-06-28 17:47:55 UTC,edf32a15-bb1c-42f4-9fe6-afa9f9b21522,5,11,15,4
108.215.182.159,97fee10a-afef-4205-a9c2-8e058acf9c39,2016-06-28 17:49:18 UTC,d224de85-cd41-4f03-bff6-de9815877975,7,16,9,5
48.7.16.229,c86211fe-7464-4c12-bf1d-1b6ba809463a,2016-06-28 17:55:22 UTC,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,8,14,6,5
140.214.11.29,4cb4360f-7947-4c97-a4cd-9544bbd17eb5,2016-06-28 17:55:38 UTC,35501e3f-e06c-4cb5-9062-e8611a591cab,4,10,12,11
241.205.83.197,e0669fc1-d623-45e0-b816-191d9da79985,2016-06-28 17:55:44 UTC,92aa1c5c-98ab-49f8-a427-4c0bc49d6872,2,13,12,12
82.216.136.129,e2a058c2-2a39-46fc-b18f-4b852cce97a9,2016-06-28 17:58:33 UTC,4ab70dbe-f5e7-4688-aa5c-2ae75faf6c03,6,11,9,13
185.116.188.255,9e73f5dd-1ecb-45d9-9bc7-374c2681515f,2016-06-28 17:59:26 UTC,94f93cba-de8c-4fb6-a03c-d52c10f81247,6,9,12,14
24.128.90.89,512d6db1-31e0-44ac-9a4d-c06429915320,2016-06-28 18:02:03 UTC,601152f5-477a-4ff3-afdb-8bf315341254,6,14,11,9
136.86.149.164,5eed724f-e8fc-45e7-9fa0-3860d0b13943,2016-06-28 18:02:12 UTC,4cb309f6-8c9a-4f61-8544-6b458e42f04c,8,12,11,9
211.76.96.253,7fb8a872-6b46-4704-b7d4-183fe8f886a6,2016-06-28 18:03:16 UTC,3fb4c246-cf94-4f60-bf47-b709b288f9b2,0,16,13,12
12.56.177.0,2a9b0c73-79d9-45e4-a61a-26a30a2b8021,2016-06-28 18:03:59 UTC,4cb309f6-8c9a-4f61-8544-6b458e42f04c,4,13,8,10
107.10.23.203,fdaa780e-976b-4c42-b25a-15f1cd5f5fe8,2016-06-28 18:07:15 UTC,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,7,14,9,15
94.92.22.194,f16afb1c-f977-44a4-bf92-9b4009ebab51,2016-06-28 18:08:11 UTC,fa005302-61ce-44ca-88a5-015fd4392f37,7,2,14,13
220.241.72.217,d757e3cc-da44-4eeb-8a65-5ea358c59c10,2016-06-28 18:10:05 UTC,1d0a29e3-b3b0-4f0d-a684-a0f025955a4d,8,4,16,11
24.128.90.89,512d6db1-31e0-44ac-9a4d-c06429915320,2016-06-28 18:10:07 UTC,94f93cba-de8c-4fb6-a03c-d52c10f81247,7,18,13,9
166.160.242.208,15d7c9ed-bc30-4f87-9452-1e8c3c7fbe0b,2016-06-28 18:10:39 UTC,35501e3f-e06c-4cb5-9062-e8611a591cab,5,9,7,11
240.239.146.238,542ad590-4084-4689-8124-503b9aa79f8e,2016-06-28 18:11:25 UTC,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,1,12,12,6
139.208.124.41,2c83efdc-c899-4d4f-b715-da19ac180680,2016-06-28 18:15:41 UTC,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,3,10,16,13
73.210.117.192,f6cc94a6-f9d2-4fa5-a3a6-58420a97b89b,2016-06-28 18:16:30 UTC,98279a79-c822-45b4-8429-45ce97a336e5,3,14,10,3
142.249.16.121,0762ced5-ced8-4fe6-98a3-d08297080a0a,2016-06-28 18:16:44 UTC,0ee908d7-d767-4da5-9cbe-fc78e9c6a192,4,9,16,12
226.62.150.59,7a31a821-d6c7-42a5-a00f-34263f2cb438,2016-06-28 18:16:50 UTC,e16b762f-d0a2-4e1f-95a2-2ee9985c6aff,7,13,10,17
209.174.22.218,8e75ea69-9ad6-4a1f-9b8e-2f77dc3cd7bd,2016-06-28 18:17:20 UTC,db7b9cde-0a4b-459a-a301-88a447410499,9,15,18,12
124.253.117.135,7b5b34c5-2d3a-46c8-b462-58ee432c8f0f,2016-06-28 18:17:38 UTC,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,3,11,17,11
7.57.136.112,801d175e-02cf-406b-8981-073c298e59f2,2016-06-28 18:18:19 UTC,19f26076-5d21-4200-b26c-0f32cd87ebde,5,11,12,15
244.225.8.162,ca7050d8-e536-4d72-84fc-b1d6d7ac72d9,2016-06-28 18:20:18 UTC,94f93cba-de8c-4fb6-a03c-d52c10f81247,4,10,9,8
51.133.236.80,1354c83f-66b0-41ac-a3f9-895f863c2acc,2016-06-28 18:22:27 UTC,8151ff61-4777-4187-b719-e750b91281c8,5,19,7,13
133.162.159.139,8796189b-bda4-4096-8ef6-0eb461443b40,2016-06-28 18:22:54 UTC,1d0a29e3-b3b0-4f0d-a684-a0f025955a4d,3,15,10,19
44.53.33.231,849f679f-02b2-485f-8e0c-66d138bc7bb7,2016-06-28 18:24:30 UTC,8de44210-f265-4f16-a94b-8b0eadc0de23,4,15,12,4
188.142.186.200,19c26d80-eedb-43fd-a6fc-ce7d1e99b5ae,2016-06-28 18:26:42 UTC,e16b762f-d0a2-4e1f-95a2-2ee9985c6aff,9,6,14,12
11.168.249.153,a625f52a-7a79-4986-8741-d5866ffab46e,2016-06-28 18:26:54 UTC,7d619a45-2b4d-4a54-9e85-6913c9545e34,3,4,5,14
193.186.89.202,430fbb17-9624-4b40-b483-61a3f3ac2816,2016-06-28 18:27:43 UTC,fbce0713-676d-4dc9-a33b-25ff937c1ae3,1,11,4,8
81.231.11.150,37b28482-db5f-4e2d-a35c-1aa650137d7c,2016-06-28 18:27:50 UTC,1664d39d-45f1-4939-87e2-b7221e30d157,3,5,18,13
63.238.70.233,548fdcfe-1f63-49c8-b764-e5fd4010d4f6,2016-06-28 18:29:35 UTC,90e5b65b-4f12-4bb2-9554-3f5969f4d78b,3,15,15,16
108.107.205.99,c566defa-ccb1-4374-93fb-471dc3f158be,2016-06-28 18:30:24 UTC,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,0,12,13,12
107.225.10.253,9bc628b7-e57b-4624-bb76-73f796808ca2,2016-06-28 18:31:13 UTC,35501e3f-e06c-4cb5-9062-e8611a591cab,5,11,15,8
75.175.93.93,074d853b-eba6-472b-b588-adcc0ad69402,2016-06-28 18:31:22 UTC,52073b51-cd51-4438-bd54-3bce3a7c239f,6,6,9,17
121.160.149.186,253462d8-f8c4-41d5-9d0d-56ae360b8138,2016-06-28 18:31:34 UTC,8151ff61-4777-4187-b719-e750b91281c8,3,17,15,9
86.187.242.163,24ad91a9-a175-4e22-b39e-be06c7df094b,2016-06-28 18:33:28 UTC,94f93cba-de8c-4fb6-a03c-d52c10f81247,4,2,10,3
209.174.22.218,8e75ea69-9ad6-4a1f-9b8e-2f77dc3cd7bd,2016-06-28 18:37:40 UTC,35501e3f-e06c-4cb5-9062-e8611a591cab,6,12,8,8
89.40.139.228,2f0c3b72-fc47-4482-9310-06b598982f01,2016-06-28 18:37:45 UTC,4ab70dbe-f5e7-4688-aa5c-2ae75faf6c03,7,12,13,11
115.89.140.166,b7dde0a3-6c73-438a-9669-5e1d3efdc5a4,2016-06-28 18:38:41 UTC,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,7,9,4,7
60.21.167.133,a2baa715-405b-4f6b-86b4-ec77e30b563e,2016-06-28 18:39:43 UTC,3cc76b74-7d16-4651-9699-34332a56f6e7,1,12,14,16
136.86.149.164,5eed724f-e8fc-45e7-9fa0-3860d0b13943,2016-06-28 18:39:48 UTC,bed314cb-4c59-41ee-9c23-3155a80e2bc3,5,11,10,4
187.250.147.23,4e937d92-999b-4bc9-9691-7aebe5bdc4c3,2016-06-28 18:41:15 UTC,92aa1c5c-98ab-49f8-a427-4c0bc49d6872,6,6,15,11
156.80.210.99,9dc02e96-af25-4344-ac83-58a048464b6c,2016-06-28 18:42:11 UTC,52073b51-cd51-4438-bd54-3bce3a7c239f,6,9,15,11
79.200.199.206,a3ecf55a-6220-428c-8db9-8079d7ebd878,2016-06-28 18:45:05 UTC,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,4,18,11,18
141.15.200.222,cb137077-4b45-416d-a37b-b1ec08600665,2016-06-28 18:45:17 UTC,1efced85-b0e3-464b-ac63-472d35909c05,6,13,11,11
133.77.39.72,48520ba1-9619-47a3-9649-9dedf2a1154a,2016-06-28 18:45:39 UTC,318e9d5d-53f9-43eb-a9d1-88b5c51687f8,8,16,9,6
240.107.225.33,63652f6f-5441-4ad0-a5e7-9c0818e4696b,2016-06-28 18:46:54 UTC,52073b51-cd51-4438-bd54-3bce3a7c239f,9,5,15,8
237.62.58.106,2efcbf4a-b254-4887-876a-8b5d5901ea18,2016-06-28 18:48:18 UTC,c5a5edbb-338d-449a-99cb-1baeba48abb2,5,4,11,16
9.101.131.209,6949c7c0-6852-4ffa-a46f-9a64190e8b78,2016-06-28 18:49:05 UTC,0342f6df-6e8c-48c3-8390-667eb678638b,6,16,11,6
138.245.228.58,607c9370-5251-4f08-9468-709de19594b1,2016-06-28 18:49:30 UTC,50b89ee3-f4cb-46d9-8d5c-319f6a032406,4,10,9,11
178.68.87.10,710cfc78-cbf2-4f22-814b-5d32c07edb21,2016-06-28 18:49:58 UTC,d15e4790-67f7-4488-a28d-32ced8673c58,7,17,13,15
197.212.243.81,4eb26a85-4e57-45c2-969a-9d9dc6bb264c,2016-06-28 18:56:24 UTC,d224de85-cd41-4f03-bff6-de9815877975,7,3,9,14
65.38.190.30,a0dc0c76-856e-4a33-af88-6aa5a2f71d5d,2016-06-28 18:57:50 UTC,0342f6df-6e8c-48c3-8390-667eb678638b,9,16,13,14
69.51.77.90,3faf2136-0687-4827-a3b7-e0dc316572a8,2016-06-28 18:58:47 UTC,dc81cacc-af4f-4b0a-8a10-34e106ffdf23,3,12,3,11
7.57.136.112,801d175e-02cf-406b-8981-073c298e59f2,2016-06-28 19:01:06 UTC,0a5f0733-d058-4738-8666-f0468c5ee9c3,9,10,16,10
166.160.242.208,15d7c9ed-bc30-4f87-9452-1e8c3c7fbe0b,2016-06-28 19:02:16 UTC,50b89ee3-f4cb-46d9-8d5c-319f6a032406,6,14,15,2
40.184.14.168,21c52f96-fdf5-41e5-b329-d23704a040ae,2016-06-28 19:02:47 UTC,e49b6654-fca2-47b2-b816-4bb7e09c6fa3,4,12,15,18
43.242.245.235,74d863f8-2d10-48e6-8e58-8be9e8ada003,2016-06-28 19:03:30 UTC,7d619a45-2b4d-4a54-9e85-6913c9545e34,5,13,15,11
86.187.242.163,24ad91a9-a175-4e22-b39e-be06c7df094b,2016-06-28 19:04:54 UTC,5d35c640-9cf3-43ec-ae1a-5feebed26a37,7,17,14,5
81.231.11.150,37b28482-db5f-4e2d-a35c-1aa650137d7c,2016-06-28 19:07:00 UTC,5d35c640-9cf3-43ec-ae1a-5feebed26a37,6,16,8,12
139.199.67.14,b4dce314-e569-4a2a-b5c3-b369b59c9ca3,2016-06-28 19:08:57 UTC,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,6,12,10,15
203.99.237.72,0b8eeb97-cc5c-4ae6-9b0a-f16efc3e3383,2016-06-28 19:09:33 UTC,7f386bb2-4bbf-4f14-b56e-3dad78f28674,6,8,5,10
207.77.90.74,b84befd4-1024-4c4e-8fcd-55d29fc49373,2016-06-28 19:11:21 UTC,586b3947-c63c-4054-a437-d3f8a6836bcf,5,16,8,6
164.170.92.72,f6bf1522-c2f8-4c2e-af24-9a65ce7d12b0,2016-06-28 19:11:53 UTC,fa005302-61ce-44ca-88a5-015fd4392f37,8,10,12,14
70.237.218.233,7eceda16-d625-4e53-8111-bdec470b3cbc,2016-06-28 19:12:29 UTC,0ee908d7-d767-4da5-9cbe-fc78e9c6a192,6,18,16,3
200.47.19.120,14946fd5-489e-4865-8e6a-e0cb15b7d197,2016-06-28 19:14:30 UTC,1664d39d-45f1-4939-87e2-b7221e30d157,5,6,11,9
231.102.234.148,1109e335-39d4-4497-8854-bf3937c5a547,2016-06-28 19:15:06 UTC,7d619a45-2b4d-4a54-9e85-6913c9545e34,5,13,14,12
192.41.186.24,3c2905c7-1561-4683-a885-34fe7f6a2e32,2016-06-28 19:19:34 UTC,db7b9cde-0a4b-459a-a301-88a447410499,4,10,17,5
61.133.35.7,9b586ca5-9c28-4f61-82a5-e8fe327c179e,2016-06-28 19:19:46 UTC,0d5157f7-8012-4455-b66f-4f81d14092b3,7,16,11,17
176.219.10.154,23e89ddc-c8ee-475d-b80f-3c4e1c0f0fbc,2016-06-28 19:20:10 UTC,19f26076-5d21-4200-b26c-0f32cd87ebde,8,12,14,2
45.236.171.185,9ad0ab0d-59cb-4764-baa7-821219fb3970,2016-06-28 19:24:59 UTC,4a949998-0e79-4ec1-9894-11360712fc45,7,14,14,16
56.211.5.45,f9e4dbcc-ae37-4053-a0f5-957b2273b327,2016-06-28 19:25:58 UTC,dd7691ef-4b29-4992-b48d-cb449dfc65b6,7,12,18,14
239.221.45.234,27fee954-1369-4765-be8e-0886cedf6a18,2016-06-28 19:27:29 UTC,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,3,14,9,13
123.100.94.89,32c79afe-a76f-4766-a782-0042a6bcb736,2016-06-28 19:27:29 UTC,0342f6df-6e8c-48c3-8390-667eb678638b,4,14,7,18
233.190.111.21,0d9f8e59-0f8d-4771-8208-f185b6b879dd,2016-06-28 19:28:40 UTC,b8cf6fd8-06e2-4e5b-8ed6-6efc8e0ecda3,7,7,8,12
9.201.96.188,820f8e8e-4710-4560-af46-81133624eea1,2016-06-28 19:29:13 UTC,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,7,14,2,17
145.157.137.136,7acbeb5f-ce5f-4805-b24b-6ba979dbd383,2016-06-28 19:29:59 UTC,8de44210-f265-4f16-a94b-8b0eadc0de23,6,15,9,10
31.154.51.146,4c8acbb4-a751-4a46-858e-7f9c470a62b9,2016-06-28 19:32:03 UTC,4ab70dbe-f5e7-4688-aa5c-2ae75faf6c03,1,13,16,17
69.51.77.90,3faf2136-0687-4827-a3b7-e0dc316572a8,2016-06-28 19:34:59 UTC,60b84364-645b-444c-90ed-879d893f7920,5,10,13,13
253.6.226.181,4bb04bf5-8ab9-4f3c-994b-422aabfe42ab,2016-06-28 19:35:12 UTC,b8cf6fd8-06e2-4e5b-8ed6-6efc8e0ecda3,7,15,8,6
176.162.245.175,a2f5e24d-c8a1-4bec-82fc-788ec6a5c913,2016-06-28 19:37:30 UTC,d15e4790-67f7-4488-a28d-32ced8673c58,6,11,13,14
12.56.177.0,2a9b0c73-79d9-45e4-a61a-26a30a2b8021,2016-06-28 19:37:49 UTC,b8cf6fd8-06e2-4e5b-8ed6-6efc8e0ecda3,7,12,15,15
158.72.216.85,c025f3b3-9d38-43cf-96b3-765c8d09376f,2016-06-28 19:37:58 UTC,1664d39d-45f1-4939-87e2-b7221e30d157,8,14,16,16
86.187.242.163,24ad91a9-a175-4e22-b39e-be06c7df094b,2016-06-28 19:38:11 UTC,fbce0713-676d-4dc9-a33b-25ff937c1ae3,3,5,8,12
93.59.151.20,955881e2-b0d7-4516-bf16-fb9013e3449b,2016-06-28 19:40:39 UTC,d7d6b499-509a-4c08-b95e-68d9662f25ca,6,6,16,12
63.238.70.233,548fdcfe-1f63-49c8-b764-e5fd4010d4f6,2016-06-28 19:44:34 UTC,60b84364-645b-444c-90ed-879d893f7920,7,11,11,14
220.241.72.217,d757e3cc-da44-4eeb-8a65-5ea358c59c10,2016-06-28 19:50:26 UTC,6c7444d3-9bca-46d7-a8c6-96939981ae01,5,14,10,10
83.216.39.225,83603508-8942-410f-bd10-e8b3f06f5656,2016-06-28 19:54:00 UTC,4cb309f6-8c9a-4f61-8544-6b458e42f04c,6,2,9,9
204.169.169.140,3b3044e0-f4d8-412a-987b-3ba55e389c19,2016-06-28 19:55:33 UTC,90e5b65b-4f12-4bb2-9554-3f5969f4d78b,3,1,18,16
130.50.197.69,66cb7ef4-523e-4ee2-9ff4-57f28cd1a2bb,2016-06-28 19:56:33 UTC,d7d6b499-509a-4c08-b95e-68d9662f25ca,2,14,17,6
0.199.32.33,fa1b8375-e2dc-44b8-aaf3-7f9f0fa130a0,2016-06-28 19:57:29 UTC,8232ac92-6020-4101-88c0-74d51ea1542b,3,14,17,9
80.139.243.28,f86716ba-936d-420b-8698-d87e17d5beb9,2016-06-28 19:58:45 UTC,f78fb4fb-3e02-4f42-9c15-45480342cba9,6,12,10,16
11.3.172.88,95dd458f-dc5b-41d8-b2cb-f2b2c08e49e4,2016-06-28 19:59:04 UTC,f78fb4fb-3e02-4f42-9c15-45480342cba9,8,5,11,8
166.224.30.98,c6379614-8ad6-4318-b21f-8f977ce874ec,2016-06-28 20:00:48 UTC,c5a5edbb-338d-449a-99cb-1baeba48abb2,3,16,10,15
107.225.10.253,9bc628b7-e57b-4624-bb76-73f796808ca2,2016-06-28 20:01:34 UTC,8151ff61-4777-4187-b719-e750b91281c8,4,12,7,6
58.137.70.112,da911b08-851c-4e0a-a567-7a5b5afd1589,2016-06-28 20:02:10 UTC,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,7,8,14,8
66.66.0.223,3ef951dd-3101-491b-82d2-9524f014d933,2016-06-28 20:02:15 UTC,98279a79-c822-45b4-8429-45ce97a336e5,3,16,11,10
60.21.167.133,a2baa715-405b-4f6b-86b4-ec77e30b563e,2016-06-28 20:02:31 UTC,db7b9cde-0a4b-459a-a301-88a447410499,6,11,15,10
100.244.243.255,0ab47f58-2c17-4b8d-9bd1-20ca3b924877,2016-06-28 20:05:59 UTC,3cc76b74-7d16-4651-9699-34332a56f6e7,8,7,10,6
42.231.39.19,13c04d34-1386-4b4b-bf2b-dd224fe7c263,2016-06-28 20:07:59 UTC,8151ff61-4777-4187-b719-e750b91281c8,2,6,15,18
121.160.149.186,253462d8-f8c4-41d5-9d0d-56ae360b8138,2016-06-28 20:08:57 UTC,fa005302-61ce-44ca-88a5-015fd4392f37,7,8,17,15
253.14.16.17,ad4139d3-41b5-4569-8cde-3d54f96a38a3,2016-06-28 20:10:28 UTC,601152f5-477a-4ff3-afdb-8bf315341254,6,11,11,18
70.237.218.233,7eceda16-d625-4e53-8111-bdec470b3cbc,2016-06-28 20:13:16 UTC,4cb309f6-8c9a-4f61-8544-6b458e42f04c,8,12,9,15
60.21.167.133,a2baa715-405b-4f6b-86b4-ec77e30b563e,2016-06-28 20:13:41 UTC,3cc76b74-7d16-4651-9699-34332a56f6e7,2,9,15,4
120.229.51.95,225afab6-3797-41cf-acc2-8a88cc86a8b1,2016-06-28 20:14:34 UTC,92aa1c5c-98ab-49f8-a427-4c0bc49d6872,7,13,11,7
59.226.117.118,b86b6c00-9bd4-44cc-9b90-69954c52024d,2016-06-28 20:14:46 UTC,0d5157f7-8012-4455-b66f-4f81d14092b3,6,14,15,11
60.85.142.87,52e09e0d-b610-49cb-ba03-da4525d0314c,2016-06-28 20:14:53 UTC,f78fb4fb-3e02-4f42-9c15-45480342cba9,6,4,6,15
223.37.193.115,0cb4d1ba-eb44-4c10-8d6c-fd34f7e70694,2016-06-28 20:15:12 UTC,7d619a45-2b4d-4a54-9e85-6913c9545e34,4,5,3,14
150.90.101.28,cadde77b-3d84-4fff-9dc9-3b99324a5498,2016-06-28 20:15:55 UTC,0ee908d7-d767-4da5-9cbe-fc78e9c6a192,2,6,8,6
132.130.137.99,570d2a0d-8706-42a1-bb56-b6924df90c8a,2016-06-28 20:18:17 UTC,0a5f0733-d058-4738-8666-f0468c5ee9c3,2,2,7,17
103.58.130.100,c44b7c04-39a7-47a3-ad41-76771a669989,2016-06-28 20:18:59 UTC,d7d6b499-509a-4c08-b95e-68d9662f25ca,6,8,15,1
120.229.51.95,225afab6-3797-41cf-acc2-8a88cc86a8b1,2016-06-28 20:20:03 UTC,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,5,6,9,10
159.29.57.124,3c73d3fa-88e0-4aa6-8615-f0695b106600,2016-06-28 20:21:33 UTC,e49b6654-fca2-47b2-b816-4bb7e09c6fa3,1,16,6,15
75.126.50.161,0e6e02b4-cf55-4332-92cf-d68a2020c1c3,2016-06-28 20:22:28 UTC,8de44210-f265-4f16-a94b-8b0eadc0de23,7,4,10,13
184.153.63.86,08ebccaf-b52b-488c-a331-17a05f404337,2016-06-28 20:25:02 UTC,a6c5d611-45be-43bf-a027-c1e98a89c8f6,5,6,12,11
48.25.41.90,9f82fc47-7422-40b1-b6a4-f8b070febddd,2016-06-28 20:26:19 UTC,3cc76b74-7d16-4651-9699-34332a56f6e7,2,3,8,16
63.166.194.231,75db17ab-aea0-4e56-a9b8-45d5ed29e8ef,2016-06-28 20:27:25 UTC,0a5f0733-d058-4738-8666-f0468c5ee9c3,5,14,12,10
204.169.169.140,3b3044e0-f4d8-412a-987b-3ba55e389c19,2016-06-28 20:29:20 UTC,586b3947-c63c-4054-a437-d3f8a6836bcf,5,13,14,9
37.33.8.205,a1a0c559-bd0e-4e28-bfc7-6195a3a2b220,2016-06-28 20:30:03 UTC,586b3947-c63c-4054-a437-d3f8a6836bcf,5,15,15,11
244.225.8.162,ca7050d8-e536-4d72-84fc-b1d6d7ac72d9,2016-06-28 20:32:30 UTC,4cb309f6-8c9a-4f61-8544-6b458e42f04c,6,11,13,16
120.229.51.95,225afab6-3797-41cf-acc2-8a88cc86a8b1,2016-06-28 20:32:57 UTC,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,2,6,15,5
189.123.107.8,8166905c-cfe9-4e43-8d83-94e8784b2108,2016-06-28 20:32:59 UTC,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,9,13,15,17
188.142.186.200,19c26d80-eedb-43fd-a6fc-ce7d1e99b5ae,2016-06-28 20:33:31 UTC,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,6,10,2,15
109.69.193.94,1d59de82-a700-41de-8922-f39b8206c231,2016-06-28 20:34:59 UTC,dd7691ef-4b29-4992-b48d-cb449dfc65b6,3,19,9,10
185.116.188.255,9e73f5dd-1ecb-45d9-9bc7-374c2681515f,2016-06-28 20:36:46 UTC,60b84364-645b-444c-90ed-879d893f7920,8,16,15,15
115.224.209.39,13a4fb10-42c2-41bd-b601-5ce5abb088ea,2016-06-28 20:36:48 UTC,601152f5-477a-4ff3-afdb-8bf315341254,4,11,2,13
52.114.196.208,4e581c7f-0033-4386-a655-fdc5a77f85e4,2016-06-28 20:37:03 UTC,19f26076-5d21-4200-b26c-0f32cd87ebde,4,10,15,13
83.152.115.149,f2842355-374f-43d0-b5ec-c55566bd3d23,2016-06-28 20:37:04 UTC,a944a262-6fdb-4f7f-a510-d123ed9618e6,3,9,15,15
132.130.137.99,570d2a0d-8706-42a1-bb56-b6924df90c8a,2016-06-28 20:38:31 UTC,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,5,9,14,18
180.93.50.114,fe3a8a2c-12eb-437e-a315-895dcc1e123d,2016-06-28 20:39:50 UTC,6c7444d3-9bca-46d7-a8c6-96939981ae01,8,13,11,11
126.237.243.186,a236ba05-90e6-46b3-b7ed-64e48fec66c8,2016-06-28 20:40:51 UTC,d70c87de-7837-450c-9965-17c9f366d183,2,12,13,10
220.241.72.217,d757e3cc-da44-4eeb-8a65-5ea358c59c10,2016-06-28 20:43:57 UTC,d15e4790-67f7-4488-a28d-32ced8673c58,8,15,12,7
231.246.4.49,335e3deb-64bb-4454-b49f-dbbeb0087d16,2016-06-28 20:45:03 UTC,fa005302-61ce-44ca-88a5-015fd4392f37,7,14,12,18
249.109.127.83,76d37b10-fd7e-4ba2-96d4-7e3c59a31781,2016-06-28 20:46:22 UTC,4cb309f6-8c9a-4f61-8544-6b458e42f04c,6,18,15,9
214.106.113.54,e211a6a1-f75c-401f-91c6-61f51f473d6e,2016-06-28 20:48:00 UTC,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,7,13,15,15
44.67.255.227,b9e3e6ce-1c79-4857-ac6a-cc1c0b3405e7,2016-06-28 20:49:12 UTC,1d0a29e3-b3b0-4f0d-a684-a0f025955a4d,4,16,15,12
253.6.226.181,4bb04bf5-8ab9-4f3c-994b-422aabfe42ab,2016-06-28 20:49:50 UTC,b8cf6fd8-06e2-4e5b-8ed6-6efc8e0ecda3,7,11,10,3
110.48.230.68,484f29cc-7965-48cb-b29e-122097626161,2016-06-28 20:51:46 UTC,4cb309f6-8c9a-4f61-8544-6b458e42f04c,5,15,8,11
31.154.51.146,4c8acbb4-a751-4a46-858e-7f9c470a62b9,2016-06-28 20:52:51 UTC,5d35c640-9cf3-43ec-ae1a-5feebed26a37,8,13,14,3
8.253.114.215,4cffdc59-795d-4c58-a55a-49e54bfc1362,2016-06-28 20:55:04 UTC,bed314cb-4c59-41ee-9c23-3155a80e2bc3,6,5,14,17
31.154.51.146,4c8acbb4-a751-4a46-858e-7f9c470a62b9,2016-06-28 20:55:30 UTC,0ee908d7-d767-4da5-9cbe-fc78e9c6a192,6,15,13,12
230.238.223.240,5f63507b-3c0a-43ee-9857-92a95c21fac6,2016-06-28 21:00:32 UTC,0ee908d7-d767-4da5-9cbe-fc78e9c6a192,7,17,16,18
38.29.201.73,99a4fea8-b7f4-4311-aabb-d75839ffeb9b,2016-06-28 21:00:44 UTC,1efced85-b0e3-464b-ac63-472d35909c05,6,2,6,14
